danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,uri,title,artist,mood
0.459,0.575,-4.858,0.0573,0.604,0,0.183,111.881,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,sad
0.736,0.308,-7.83,0.0677,0.946,0,0.361,111.202,spotify:track:4Of7rzpRpV1mWRbhp5rAqG,Bruises,Lewis Capaldi,sad
0.534,0.493,-6.818,0.0316,0.286,0,0.232,79.97,spotify:track:5gukv8x9eP58gFy2OcZEBQ,drunk text me,Lexi Jayde,sad
0.516,0.322,-11.762,0.0292,0.473,0.00194,0.261,148.005,spotify:track:2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,sad
0.516,0.322,-11.762,0.0292,0.473,0.00194,0.261,148.005,spotify:track:2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,sad
0.545,0.366,-9.51,0.0378,0.969,0.267,0.1,86.997,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,Lord Huron,sad
0.544,0.369,-9.514,0.038,0.969,0.279,0.102,87.01,spotify:track:3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,sad
0.297,0.447,-4.698,0.03,0.642,4.37E-05,0.276,127.084,spotify:track:0vV3IUO4fhuDeHggZqnsI0,Stay with Me,Lorraine Ellison,sad
0.765,0.472,-5.837,0.052,0.291,0,0.352,119.946,spotify:track:0VQjTLPG8l3egUHmIxe265,7 Years,Lukas Graham,sad
0.593,0.642,-7.284,0.0299,0.313,0.000582,0.736,76.403,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,I Try,Macy Gray,sad
0.502,0.416,-9.504,0.433,0.912,0,0.433,175.191,spotify:track:0KQRhak4Irr2CKxgQ9U6ay,MEAN!,Madeline The Person,sad
0.386,0.426,-6.642,0.0363,0.807,0,0.261,180.104,spotify:track:5ajjAnNRh8bxFvaVHzpPjh,Reckless,Madison Beer,sad
0.638,0.634,-6.474,0.0468,0.214,0,0.473,92.097,spotify:track:09iyGiljLWRYXdRazFkdtJ,I Could Use a Love Song,Maren Morris,sad
0.597,0.214,-13.453,0.0568,0.973,0.854,0.0629,72.836,spotify:track:4UfLroIAb8MPuegv6iORJv,Saudade,Maria Isabel Ferrer,sad
0.576,0.526,-8.524,0.0325,0.323,2.01E-06,0.147,122.06,spotify:track:1kMOJBmpfWD9fir6st9uqS,Without You,Mariah Carey,sad
0.576,0.526,-8.524,0.0325,0.323,2.01E-06,0.147,122.06,spotify:track:1kMOJBmpfWD9fir6st9uqS,Without You,Mariah Carey,sad
0.42,0.33,-13.925,0.0275,0.245,0.000679,0.175,157.143,spotify:track:1LzNfuep1bnAUR9skqdHCK,Fade Into You,Mazzy Star,sad
0.518,0.354,-9.141,0.029,0.764,0.00055,0.315,137.749,spotify:track:6vhYDNMZgffPwcdXdvMqCS,Lost,Michael Bublé,sad
0.313,0.429,-7.415,0.0343,0.787,0,0.416,77.27,spotify:track:5tajmvqHF6YW1iiUFzKpCB,Wasted,MKTO,sad
0.365,0.277,-12.262,0.0353,0.541,2.87E-05,0.2,173.264,spotify:track:4Ypy8yZMcolsBHV9Je2knq,Waves,Mr. Probz,sad
0.39,0.448,-8.57,0.0276,0.8,0.182,0.077,144.89,spotify:track:0ecC8p17cDNlxHXkuYqeR6,Surrender,Natalie Taylor,sad
0.662,0.714,-5.68,0.121,0.312,0,0.464,147.997,spotify:track:52okn5MNA47tk87PeZJLEL,Let You Down,NF,sad
0.443,0.533,-6.548,0.0396,0.371,0,0.201,77.344,spotify:track:39jXnbACjiaiTwwhsr5sY5,Too Much To Ask,Niall Horan,sad
0.677,0.401,-8.467,0.0308,0.712,0,0.195,111.825,spotify:track:0qvzXomUDJVaUboy2wMfiS,This Town,Niall Horan,sad
0.614,0.526,-7.492,0.0603,0.468,0,0.366,177.913,spotify:track:0hiHNxqKGf3GZgVTIOAiiK,Someone Like You (feat. Joy Oladokun),Noah Kahan,sad
0.369,0.272,-10.497,0.0364,0.866,0,0.218,172.929,spotify:track:5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,sad
0.38,0.339,-7.885,0.0338,0.691,0,0.0849,100.607,spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,sad
0.369,0.272,-10.497,0.0364,0.866,0,0.218,172.929,spotify:track:5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,sad
0.585,0.436,-8.761,0.0601,0.721,1.31E-05,0.132,143.874,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,sad
0.38,0.339,-7.885,0.0338,0.691,0,0.0849,100.607,spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,sad
0.542,0.381,-14.029,0.0467,0.413,0.00012,0.0714,159.79,spotify:track:2WfjYNmYrEmapuP5z4Ms2r,In The End,Olly Parker,sad
0.697,0.336,-10.395,0.0424,0.598,0.00528,0.31,82.029,spotify:track:2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,sad
0.681,0.582,-7.76,0.0313,0.22,0,0.221,124.038,spotify:track:3JjnGLK8IxkNLvo8Lb3KOM,18,One Direction,sad
0.6,0.663,-5.802,0.0477,0.225,0,0.286,121.07,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,sad
0.512,0.662,-6.797,0.0439,0.0275,0,0.472,180.114,spotify:track:3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,sad
0.778,0.547,-7.273,0.0489,0.346,0.000302,0.441,95.002,spotify:track:1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,sad
0.778,0.547,-7.273,0.0489,0.346,0.000302,0.441,95.002,spotify:track:1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,sad
0.479,0.545,-7.346,0.0688,0.365,0,0.243,74.897,spotify:track:1KxwZYyzWNyZSRyErj2ojT,Let Her Go,Passenger,sad
0.509,0.538,-7.335,0.0572,0.385,0,0.244,75.089,spotify:track:7DFNE7NO0raLIUbgzY2rzm,Let Her Go,Passenger,sad
0.622,0.692,-6.97,0.0276,0.363,0.000158,0.774,112.053,spotify:track:0QnONzv3TvHAWk294h6DaQ,Last Kiss,Pearl Jam,sad
0.322,0.377,-7.385,0.0356,0.454,0,0.366,118.669,spotify:track:550rQQCGkrTzvp4SfpOPzx,Hallelujah,Pentatonix,sad
0.497,0.278,-15.557,0.0513,0.731,0.000508,0.293,120.931,spotify:track:0GqGrPWhmiRX9BU93AYFOW,Wish You Were Here,Pink Floyd,sad
0.364,0.294,-6.578,0.0504,0.833,0,0.125,79.477,spotify:track:2VFetGqLYq0Pc8ZtRYCaeL,In The Kitchen,Reneé Rapp,sad
0.621,0.31,-10.164,0.0283,0.945,6.12E-05,0.125,111.893,spotify:track:789CxjEOtO76BVD1A9yJQH,Stay,Rihanna,sad
0.494,0.17,-11.368,0.0337,0.895,0,0.145,80.098,spotify:track:6D2tzc8kRnZb7P1lNwMBLH,Close To You,Rihanna,sad
0.247,0.299,-6.083,0.0315,0.899,0,0.172,177.115,spotify:track:35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,sad
0.621,0.31,-10.164,0.0283,0.945,6.12E-05,0.125,111.893,spotify:track:0GNI8K3VATWBABQFAzBAYe,Stay,Rihanna,sad
0.564,0.71,-4.92,0.0461,0.00125,0,0.393,91.972,spotify:track:6O20JhBJPePEkBdrB5sqRx,Diamonds,Rihanna,sad
0.599,0.732,-6.843,0.026,0.0145,0.000467,0.295,97.997,spotify:track:2Ms33RTRCT6gArrpcrPxmo,Feel,Robbie Williams,sad
0.429,0.594,-6.251,0.0277,0.156,4.95E-06,0.236,150.22,spotify:track:1M2nd8jNUkkwrc1dgBPTJz,Angels,Robbie Williams,sad
0.563,0.639,-8.205,0.0684,0.107,1.06E-05,0.518,169.985,spotify:track:0QPRDC97rIQB3Jh3hrVJoH,SNAP,Rosa Linn,sad
0.52,0.652,-6.655,0.0274,0.34,5.49E-05,0.722,80.609,spotify:track:6qB7YcFpeBEQa0D6QO482y,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,sad
0.71,0.0565,-15.099,0.0534,0.965,0,0.348,123.994,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,Ruth B.,sad
0.609,0.692,-2.958,0.0259,0.0157,0,0.454,116.959,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,sad
0.418,0.42,-6.444,0.0414,0.588,6.39E-05,0.184,84.094,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,sad
0.681,0.372,-8.237,0.0432,0.64,0,0.476,91.873,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,sad
0.456,0.379,-8.573,0.0685,0.63,3.10E-06,0.225,149.967,spotify:track:2uCMaUojwuqr8CRGsLoPa6,Make It To Me,Sam Smith,sad
0.456,0.379,-8.573,0.0685,0.63,3.10E-06,0.225,149.967,spotify:track:2uCMaUojwuqr8CRGsLoPa6,Make It To Me,Sam Smith,sad
0.418,0.42,-6.444,0.0414,0.588,6.39E-05,0.184,84.094,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,sad
0.681,0.372,-8.237,0.0432,0.64,0,0.476,91.873,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,sad
0.679,0.61,-10.936,0.0305,0.585,9.51E-05,0.554,123.978,spotify:track:1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,Sara Kays,sad
0.422,0.25,-6.836,0.0351,0.441,0,0.246,124.026,spotify:track:2xXNLutYAOELYVObYb1C1S,As the World Caves In,Sarah Cothran,sad
0.372,0.255,-6.834,0.0344,0.436,0,0.254,114.402,spotify:track:7LAmsNJpBaNvNg7VZPXxSv,As the World Caves In,Sarah Cothran,sad
0.478,0.591,-6.713,0.0395,0.157,0.000218,0.473,137.533,spotify:track:7dfK8TiE0krKoX2UnsMtSF,Hold On,Sarah McLachlan,sad
0.555,0.698,-8.874,0.0287,0.403,0,0.816,168.12,spotify:track:013AWvizllIUEC2FOBzOnh,Truly Madly Deeply,Savage Garden,sad
0.488,0.343,-8.985,0.0436,0.556,0,0.0978,102.819,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,sad
0.6,0.389,-5.727,0.0337,0.566,0,0.244,143.577,spotify:track:0XER3HPMx223xWaAgNKp4Y,My Mind & Me,Selena Gomez,sad
0.488,0.343,-8.985,0.0436,0.556,0,0.0978,102.819,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,sad
0.622,0.712,-7.321,0.066,0.0573,0,0.487,140.025,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,Shawn Mendes,sad
0.398,0.286,-11.881,0.033,0.616,0.000146,0.0666,78.262,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,sad
0.398,0.286,-11.881,0.033,0.616,0.000146,0.0666,78.262,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,sad
0.622,0.712,-7.321,0.066,0.0573,0,0.487,140.025,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,Shawn Mendes,sad
0.541,0.153,-10.654,0.0303,0.882,1.66E-06,0.359,139.644,spotify:track:7F1CiKqrY44kh5cDqwHOnx,Love Is Gone - Acoustic,SLANDER,sad
0.267,0.204,-13.714,0.0317,0.527,0,0.0903,169.486,spotify:track:5W7YROOF6bFfBexY81LFjt,Babe,Styx,sad
0.604,0.199,-11.831,0.05,0.777,0,0.191,76.134,spotify:track:6RQ5IwG7uADz9LDWliJGjU,Special,SZA,sad
0.442,0.384,-12.243,0.0299,0.119,0,0.144,145.943,spotify:track:3jGTua1brraVUrUOioMqLS,Babe,Take That,sad
0.508,0.378,-7.158,0.0473,0.516,0,0.161,144.962,spotify:track:2EBnvom1dTybtm75a3Xh1T,feel like shit,Tate McRae,sad
0.61,0.379,-9.381,0.0278,0.622,0,0.48,97.166,spotify:track:3lWuagNhAzcqOikD5KnBku,Crying in the Rain,The Everly Brothers,sad
0.23,0.492,-5.767,0.0317,0.568,8.18E-06,0.262,160.139,spotify:track:57uX2vR9j9DNiANDYfXw1i,Never Say Never,The Fray,sad
0.64,0.743,-4.08,0.0379,0.269,0,0.361,122.035,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,sad
0.785,0.431,-8.756,0.0364,0.123,0,0.236,127.085,spotify:track:26XaOsDMbl0e1cVKYfkz6w,Falling,Trevor Daniel,sad
0.717,0.0993,-16.559,0.0769,0.973,0.868,0.258,115.47,spotify:track:6huxjr8XKFnhtXQD02LIJ7,I Wanna Be Yours,Trevor Potts,sad
0.541,0.401,-10.499,0.0365,0.576,0,0.24,152.943,spotify:track:31er9IGsfFbwqy1pH4aiTP,I Have Nothing,Whitney Houston,sad
0.414,0.416,-8.024,0.0251,0.1,0.179,0.196,159.91,spotify:track:01TnVDiet1DFTsyWKUKovl,NUMB,XXXTENTACION,sad
0.599,0.465,-4.95,0.0314,0.643,1.57E-06,0.0678,113.82,spotify:track:50Td3qilgs8BLtv8mHyT1t,Control,Zoe Wees,sad
0.557,0.533,-6.817,0.0252,0.0492,0,0.233,143.994,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,3 Doors Down,sad
0.64,0.178,-17.862,0.0362,0.869,0,0.381,106.976,spotify:track:2rk5xaCYdUkLTPzNu6hHGu,Lights (Slowed + Reverb),8D Tunes,sad
0.718,0.503,-7.024,0.0287,0.162,0,0.595,87.986,spotify:track:5fa6K4cBjQKSqz1FitiPX9,The Hardest Thing,98º,sad
0.466,0.0918,-26.813,0.0269,0.929,0.803,0.0841,95.014,spotify:track:4xF4ZBGPZKxECeDFrqSAG4,snowfall,Øneheart,sad
0.665,0.0464,-18.748,0.0551,0.995,0.942,0.341,106.166,spotify:track:2OvkLZux7Cjppy1OnJ0W39,The Falling Rain,Aaron Flemming,sad
0.504,0.0783,-18.667,0.0619,0.99,0.93,0.162,121.361,spotify:track:3lLdHVyx76OUJtG9S9pJkW,Other Days,Aaron Reid,sad
0.551,0.561,-10.408,0.0559,0.509,0.367,0.207,103.118,spotify:track:3yWF3DqFBNLvf7s4C7mKUm,Renegade,Aaryan Shah,sad
0.576,0.331,-9.389,0.0306,0.894,3.44E-05,0.407,149.02,spotify:track:2sYFi9xVSZ56WHKSY2fN1K,So Far Away - Acoustic,Adam Christopher,sad
0.524,0.0659,-19.277,0.0425,0.983,0.896,0.226,149.851,spotify:track:7AoxOiU9J8g30SvHFYGkD3,Solana,Adani Vida,sad
0.528,0.468,-5.306,0.0287,0.295,0,0.185,154.974,spotify:track:43dcCpx19I0R4zLr4KH1UC,One And Only,Adele,sad
0.626,0.0948,-15.775,0.0332,0.953,0.912,0.216,110.68,spotify:track:1qFBqtdKIjeGDKH2viV8Js,Vem kan segla förutan vind,Adrian Edblad,sad
0.503,0.47,-8.006,0.0257,0.291,0,0.334,108.486,spotify:track:6Nq8YtPAHuL1outooeiFde,All Out of Love,Air Supply,sad
0.613,0.347,-6.486,0.034,0.591,0,0.25,109.764,spotify:track:38nKfxyRrjYfx0ODX1W5yB,I Don't Want You Back,AJ Mitchell,sad
0.672,0.133,-15.152,0.0558,0.989,0.871,0.141,133.844,spotify:track:6fut7UQn4zwKRMnPvsS0mJ,Nuages,Alain Levet,sad
0.723,0.504,-5.572,0.0392,0.388,7.40E-05,0.551,133.975,spotify:track:4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,Alec Benjamin,sad
0.563,0.0807,-23.082,0.0897,0.956,0.959,0.195,138.255,spotify:track:47bcgrek5JN64aJcLfPhX6,Olden Spirit,Aleena Pearson,sad
0.5,0.292,-8.554,0.0323,0.746,0,0.37,145.879,spotify:track:1almCHdsfikRPfVB9VrEdT,Little Do You Know,Alex & Sierra,sad
0.779,0.604,-8.039,0.0403,0.556,0,0.404,120.017,spotify:track:5zcoYCmeIL392as1bwIYce,Chasing Shadows,Alex Warren,sad
0.555,0.428,-7.539,0.0461,0.746,0,0.297,141.809,spotify:track:1XqWSF1yKnKdEkgZ2JWouq,All Comes Back To You,Ali Gatie,sad
0.683,0.0689,-15.712,0.061,0.974,0.913,0.221,126.405,spotify:track:6NCwSO5wncU3puyVEwHIQt,Rainbow Lights,Allan Soderbergh,sad
0.613,0.464,-8.918,0.0241,0.176,0,0.176,139.802,spotify:track:1DViQw0p1vo0eAMRlUF4Lr,All Cried Out (feat. 112) - Behind the scenes Video,Allure,sad
0.399,0.0385,-18.913,0.053,0.971,0.837,0.179,168.721,spotify:track:6kkupWXVg8I0XjbCbx7lHu,La Suerte Llegará,Alonso Librado,sad
0.386,0.0887,-11.166,0.0512,0.957,0,0.274,171.234,spotify:track:3i7Iyc932rv1AZz7gl7dj8,I Found - Acoustic,Amber Run,sad
0.528,0.472,-10.428,0.0267,0.583,0,0.251,134.099,spotify:track:4Anh5Ti55P6SXG3H94QLqV,I Need You,America,sad
0.724,0.1,-16.904,0.101,0.98,0.95,0.047,118.904,spotify:track:0z5y5lpBfxrZsDnvMOZOVy,When It Rains,Amma Lerato,sad
0.605,0.166,-14.413,0.0886,0.987,0.924,0.225,104.114,spotify:track:5b1OOTi5NXuFC06YZyuXK3,Settignano,Amma Lerato,sad
0.398,0.316,-7.031,0.0368,0.805,0,0.174,118.582,spotify:track:0tV8pOpiNsKqUys0ilUcXz,Rise Up,Andra Day,sad
0.667,0.0961,-20.721,0.0829,0.982,0.946,0.184,71.341,spotify:track:00ktuagJxL4lP7xyJ1d82N,Onirique,Andreas Horschel,sad
0.804,0.0674,-16.904,0.0722,0.984,0.89,0.397,123.788,spotify:track:4IAIUOpxTzrrspahVpk88S,Lake Constance,Andreas Horschel,sad
0.727,0.387,-12.333,0.0412,0.248,0.0102,0.966,160.395,spotify:track:0CcL4kSHKIEwF3IW0BGgb6,I Can't Stand the Rain,Ann Peebles,sad
0.372,0.57,-7.305,0.0305,0.517,2.57E-06,0.234,179.907,spotify:track:2Pn5gvVioma5LHPxgEBBmD,"No More ""I Love You's""",Annie Lennox,sad
0.689,0.143,-17.374,0.264,0.97,0,0.528,85.398,spotify:track:19pChrR4hwdINqoOFUo2Hj,Keep Your Head Up Princess,Anson Seabra,sad
0.508,0.404,-11.092,0.0788,0.664,0,0.129,81.713,spotify:track:6c7N5N7amAOpeMykjlovjI,Walked Through Hell,Anson Seabra,sad
0.438,0.0575,-20.755,0.101,0.994,0.909,0.138,117.108,spotify:track:5sKLWKEA2OEhBKdERE70vu,Una Luz en el Silencio,Antonio Garcia Isaac,sad
0.76,0.637,-6.651,0.0493,0.101,0,0.447,124.949,spotify:track:3LBTAinBb73fsgGlcqByHA,Grief,Apollo Clone,sad
0.396,0.326,-11.506,0.0454,0.706,0,0.636,199.157,spotify:track:2GOo60jS0bHCelK39RJWaC,Tracks of My Tears,Aretha Franklin,sad
0.664,0.634,-6.348,0.0349,0.683,3.34E-05,0.666,93.914,spotify:track:3iX0BMs9dX9CsgrHhiB173,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,sad
0.324,0.327,-7.494,0.0409,0.825,0,0.334,81.328,spotify:track:442j8VxaB60dWf9cBFuX5w,Almost Is Never Enough,Ariana Grande,sad
0.627,0.594,-5.036,0.0323,0.0921,1.52E-06,0.106,125.023,spotify:track:50rGbTr2wrWnlIelPQxi87,One Last Time,Ariana Grande,sad
0.825,0.054,-15.984,0.0668,0.981,0.886,0.44,114.081,spotify:track:3O4ggwuKhya6gBULrBtoyU,Siljan,Astrid Everdahl,sad
0.477,0.0296,-24.397,0.0537,0.975,0.856,0.179,134.659,spotify:track:3egzfC5HyVnsg08R89AkgK,A Little Misty,August Wilkes,sad
0.393,0.163,-19.789,0.0477,0.971,0.914,0.097,134.853,spotify:track:0TzhOFlRohunMWFyBotAe7,Impermanence,Aurélien Trigo,sad
0.542,0.304,-9.08,0.0346,0.638,0.000118,0.12,114.827,spotify:track:1WKOnYtM6HtzYvEJlSEIv5,Runaway,AURORA,sad
0.498,0.104,-23.226,0.105,0.941,0.853,0.101,166.84,spotify:track:7tRL2A19PEY7MbLttIL8T8,A la recherche de l'autre,Aveline Bisset,sad
0.457,0.719,-3.921,0.0323,0.191,0,0.168,142.034,spotify:track:54JKnDB3CzVu8wNAOM27BI,When You're Gone,Avril Lavigne,sad
0.162,0.786,-2.353,0.038,0.0374,0,0.138,161.192,spotify:track:4UPcXTh26ilb7owtuyHqNI,Keep Holding On,Avril Lavigne,sad
0.66,0.867,-4.285,0.116,0.11,0,0.377,93.033,spotify:track:6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams of Paramore),B.o.B,sad
0.63,0.625,-5.088,0.0252,0.231,0,0.683,167.998,spotify:track:3BsaRV5QIulYz2lV9WWa8T,Show Me the Meaning of Being Lonely,Backstreet Boys,sad
0.661,0.548,-8.433,0.0234,0.365,0,0.537,93,spotify:track:6gPVAM9CNj1uQQtGK0eYzZ,Don't Wanna Lose You Now,Backstreet Boys,sad
0.499,0.494,-6.069,0.0264,0.0646,0,0.129,77.011,spotify:track:4Y2bR875LdPq9JILrY2FSw,Zombie (Acoustic),Bad Wolves,sad
0.582,0.568,-7.3,0.0275,0.577,0,0.394,121.991,spotify:track:4686eQ81DEswHa90bcdlC9,Rock and A Hard Place,Bailey Zimmerman,sad
0.69,0.243,-7.648,0.0464,0.779,0,0.586,145.649,spotify:track:4S3xgfSwLt13iN7t6cUJTy,Someone To You - Stripped,BANNERS,sad
0.613,0.307,-17.385,0.0414,0.387,4.52E-06,0.789,117.305,spotify:track:1Zi2ezNOqt9y9irC11xYpN,Eve Of Destruction,Barry McGuire,sad
0.639,0.544,-6.152,0.0391,0.586,0,0.483,129.908,spotify:track:7EwD5ZeiZO1zCpPOtxb75H,Will It Ever Feel The Same?,Bazzi,sad
0.602,0.525,-6.765,0.0504,0.81,0,0.548,136.932,spotify:track:0vwF1PVvU7EJpKKGRDgdaQ,Remember - Acoustic / Sped Up,Becky Hill,sad
0.537,0.695,-6.886,0.0365,0.0535,0,0.338,82.055,spotify:track:4jVu0QPK9BVeNgAmfvkocn,For Whom The Bell Tolls,Bee Gees,sad
0.31,0.464,-8.755,0.0275,0.156,8.94E-06,0.431,144.775,spotify:track:36CKza28wMxYdjdzji7ine,I Started A Joke,Bee Gees,sad
0.442,0.596,-6.327,0.0281,0.037,4.46E-06,0.497,83.414,spotify:track:4xCVHlmzEyIn1t4gXYsMaf,I've Gotta Get A Message To You,Bee Gees,sad
0.29,0.424,-13.282,0.0358,0.543,0,0.686,105.005,spotify:track:2NxY5rwB1QhkcpnkD62h7G,I Can't See Nobody,Bee Gees,sad
0.542,0.454,-10.247,0.025,0.645,0.00279,0.267,96.881,spotify:track:4jKq1e80xAYixkIwt6YyV1,Brick,Ben Folds Five,sad
0.56,0.0555,-16.935,0.121,0.953,0.959,0.162,81.404,spotify:track:5cTsLgmhCzeBmTO7jPVkfg,Seresta,Benedict Wallfish,sad
0.436,0.0927,-18.949,0.0572,0.984,0.911,0.227,110.625,spotify:track:740LzA4Z4ArwYZGSU61X6S,Sphinx,Benito Novelli,sad
0.679,0.0698,-18.567,0.0736,0.955,0.877,0.176,68.78,spotify:track:7GLkPFyCRvqnHh98KsrSPB,Pan’s Labyrinth Lullaby,Benjamin Wallace,sad
0.434,0.46,-6.262,0.0274,0.971,0.0257,0.241,106.4,spotify:track:6XNXgwoz0bYMWt1VIAuSmH,Let Me Down Easy - Remastered 2022,Bettye LaVette,sad
0.441,0.599,-8.985,0.225,0.333,0.00198,0.35,165.212,spotify:track:7eB1V5LvAdxCc7brfGhRRo,watch,Billie Eilish,sad
0.412,0.236,-15.159,0.0379,0.83,0.00653,0.119,140.214,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,TV,Billie Eilish,sad
0.332,0.225,-8.697,0.0348,0.767,0.00349,0.297,81.055,spotify:track:4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,sad
0.455,0.682,-6.996,0.041,0.00142,4.96E-05,0.283,177.997,spotify:track:4wtHbIS26FOtpjMkaQQ8Zk,Kiss The Rain,Billie Myers,sad
0.65,0.579,-7.45,0.0322,0.437,8.80E-05,0.416,111.087,spotify:track:2m4Pj6wQvhiBITHzjYZpsh,Trains and Boats and Planes,Billy J. Kramer,sad
0.405,0.111,-11.879,0.0369,0.964,4.37E-05,0.219,116.86,spotify:track:5sF7hdYvhrcgNq8NZjfK8L,Not About Angels,Birdy,sad
0.684,0.341,-9.497,0.0272,0.837,2.69E-05,0.557,75.948,spotify:track:3C5in0EVdoGepp5bA6lhlE,Tee Shirt - Soundtrack Version,Birdy,sad
0.63,0.5,-8.755,0.0611,0.611,4.04E-05,0.315,144.871,spotify:track:6y6jbcPG4Yn3Du4moXaenr,idfc,blackbear,sad
0.317,0.545,-6.439,0.0468,0.039,0,0.14,139.014,spotify:track:2dPT9UxyHm71quNyj3C4YE,Gone,Blake Rose,sad
0.559,0.407,-9.466,0.0343,0.724,0,0.28,101.795,spotify:track:42NmFnYg5iTlRxgfa54Q7K,Who I Am Without You,BLÜ EYES,sad
0.626,0.43,-9.704,0.0741,0.149,1.01E-05,0.174,149.859,spotify:track:1I2zZtHCrBkoTgfwxnNKZ9,you'd never know,BLÜ EYES,sad
0.586,0.337,-13.165,0.0347,0.837,0,0.543,133.229,spotify:track:0fopVbPW7N5BK0sOybQCq2,Sideshow,Blue Magic,sad
0.383,0.224,-16.99,0.0274,0.768,0,0.466,102.94,spotify:track:3xNO6JUk9ySYjxuqzcZYRB,"If You See Her, Say Hello",Bob Dylan,sad
0.637,0.189,-10.726,0.0471,0.721,0,0.695,120.142,spotify:track:4FdDorlbJTVHcH3djLbIfn,Ode To Billie Joe,Bobbie Gentry,sad
0.535,0.676,-6.361,0.0296,0.0381,0,0.549,118.852,spotify:track:6koOUYxN50vAktUajfZY51,It's a Heartache,Bonnie Tyler,sad
0.538,0.186,-17.271,0.0933,0.949,0.907,0.423,118.188,spotify:track:7xAGtSGZCmzZ4gkJetmnoq,"CLEVELAND, OH",Brad Barr,sad
0.364,0.126,-18.071,0.0286,0.862,0.000203,0.43,90.429,spotify:track:7Km4W3atUNjhf05szq2Gkb,Diary,Bread,sad
0.578,0.458,-6.717,0.0341,0.69,3.39E-05,0.177,84.024,spotify:track:1plyn1U5N8wYBXLMRA72Td,Sketches of Me,Brew,sad
0.449,0.362,-10.38,0.0279,0.743,0,0.6,90.822,spotify:track:6oM4ryXpuZmbFfBv2sEe7v,Sealed With A Kiss,Brian Hyland,sad
0.569,0.497,-7.457,0.0281,0.492,1.81E-05,0.387,132.02,spotify:track:0HhFajoacrDRu6CBTYNzXT,Remember,Brian Shades,sad
0.338,0.58,-5.627,0.03,0.363,0.0025,0.328,147.764,spotify:track:3cC8zx1NfmYSbzyYD1UtjK,I Could Be The One,Brian Shades,sad
0.677,0.665,-5.171,0.0305,0.56,1.01E-06,0.706,74.981,spotify:track:70XtWbcVZcpaOddJftMcVi,From the Bottom of My Broken Heart,Britney Spears,sad
0.741,0.29,-13.251,0.0302,0.294,0.118,0.443,93.699,spotify:track:3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit,Bruce Springsteen,sad
